Club ID,Club,Country,Result,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,Ajax,Netherlands,9,-144.83837099666806,-10.180942909640605,9.282823550144862,-0.011663045516434434,3.3647892692349415,4.1546643710255164,3.2735073243736674,-2.9132847171450003,3.3332852306592,-0.5624523600193149,0.6144681818490346,-0.9698246516293463,-0.3865057468327878,-0.9361133759046957,-0.9171558013138419,-1.4543315217542438,-0.7535720810569987,-0.34558220862852607,0.0576200536135281,-0.28777670418614537,0.017557256274112063,-0.09598923223545673,-0.1410192746910172,-0.22086997975999192,0.35059722240979657,-0.03555493691871634,-0.0227509737644656,-0.038459773190975974,0.12072576077507581,-0.0474104033792984,-0.04822272205430413,1.4105969877433271e-14
2,Atalanta,Italy,17,-16.45583779171601,-12.644171311908671,-1.9464017819387356,-4.0276759527043415,3.11997042748522,-1.4623859961049006,0.31930445210435765,0.7566962897764773,-0.8673671765677462,3.237358346819585,2.959461281480084,0.33393043668256955,-2.6382822959426813,-0.7956236793994371,-0.13196551588433517,-1.1018775608821136,0.6333272791817322,0.30324875627667475,0.10360458163979519,0.0574684310808532,0.08752595414120888,0.11893145294238522,-0.12006306143546891,-0.23348074835762606,-0.1633403330576693,0.12770998802754702,-0.03125133336020835,0.24401150288972273,-0.055010506563597725,-0.00013109907452632408,0.05335763203386882,1.4105969877432514e-14
3,Atletico,Spain,5,162.0768846970087,-2.9938894176418867,-2.95742069558856,4.78090941081004,1.3218639834746726,1.5936042139481073,0.24028632058000376,-0.06353098129190851,-1.2977880620476083,-0.23131586384931785,-3.0087436741375453,0.5943919394205947,2.088268939436383,-0.5656860951222659,0.28301091436964726,-0.3804993903800709,0.5035259803692013,-0.5041709234167905,-0.08610701429682018,-0.2443507502318737,-0.3159055032912786,-0.129517224737835,-0.23667317624818643,-0.013370535014250501,0.05542388420462173,-0.09099006985310319,0.34876023213113655,0.20768049955498832,0.018785549454220098,-0.06110349249466209,0.027826296818619794,1.4105969877432348e-14
4,Barcelona,Spain,17,-160.35337224778362,-0.3305120457844816,-2.063860031184199,-0.511043727913999,-6.239323494714143,5.591367822171278,-1.3728983557157577,-0.5314339349955249,4.055111745424218,3.9020403166893907,-0.12266498569878155,-2.8288034571352108,0.8175091651002544,0.679935704452857,-0.651951513491944,0.5944955601137617,0.2911404082262413,0.1213991420495119,-0.12275312133117867,-0.46270070208443204,-0.5233155343028634,0.52949156116896,-0.026596792228708067,0.13229629829512812,-0.16813855589526683,-0.05545628915071683,0.0021261939838082187,0.025295511084907227,-0.0932409260487625,-0.029414457393070956,-0.024483969392454275,1.4105969877432842e-14
5,Bayern,Germany,5,-218.6651606033986,-8.216886514795272,3.1123689274903112,2.299152592072413,2.9520105824295513,-0.8681004873966153,2.6602960497690344,-1.1606783047835543,-1.4605191308988712,-1.4043969795797693,-0.07538528896338856,0.7730699231343111,-0.46412456487342835,-1.1738158478704752,0.3262105130678568,-0.6896285393853455,0.22239263414098304,-0.00841902456710135,-0.498154598888732,-0.14541248037845686,0.2939738040285567,0.3522661523338216,-0.1809563910232888,0.5193136350188912,-0.26994895337466707,0.0374846260815625,0.14818473199410237,-0.20462245280369545,-0.13500565331964734,-0.002257980330395717,0.01610299988432736,1.4105969877433068e-14
6,Benfica,Portugal,5,145.67693465628176,4.094313628846175,5.3435137115549685,-2.1810628168764907,2.713690313652174,4.098447201964496,2.1986373279180444,1.1360252703685252,-2.4272059557961163,-0.30660764956718173,-0.5549164152183393,-1.500143260533714,0.1508585614139245,-1.642173086870625,0.13478083014192654,1.133626397423722,0.46214473936610756,0.4426530946744021,0.754289925802554,-0.8622288578272831,0.07181788935996045,-0.04988451285010299,0.5249946562946709,0.17488126669038634,-0.13250900293361834,0.2393036882674659,0.005064987504106539,0.008345151585254035,0.07979735038146486,0.013092971074497101,-0.021621222656897456,1.4105969877432315e-14
7,Besiktas,Turkey,17,85.80803206075178,1.5454503060396845,-5.089075464653604,-2.8886985648637222,-5.147071435522068,0.6225132255915294,7.6787922836860405,-1.1315577322219035,-0.35329399883968243,1.514274646616172,-1.8480672135177503,-1.279276469436124,-0.3619319770128518,0.708749521537341,0.03760772874750435,0.2779335415077213,0.2557639062345396,-0.21330407982764488,0.4787833521151052,0.9201737499314391,0.7628565727969862,0.03985359386744688,0.06799995236280018,-0.3004371712309865,0.03783858338259081,0.06726379466612689,0.10542813231814373,-0.08550889123549478,-0.03683205904145024,-0.05057860301433257,-0.0023340640283978213,1.4105969877432588e-14
8,Chelsea,England,5,-233.03740366025517,-4.168578530957993,5.194248121560777,-0.28883122971257713,0.4388475520025492,-1.0288589214326087,-2.0748867145852246,1.4905545360019,1.838419132083123,1.132576773278504,-1.5412595586085716,-0.0820609580756456,0.9176684907142421,-0.7981306725937483,-0.09168472527563981,0.5691093054866296,0.10410200416381285,-0.9277397182024759,1.1846071422158975,0.3432853100723004,0.17382618697685343,-0.49941477999939515,0.1460510699953457,0.2619733559253517,0.15174349649877747,-0.08314062966134726,-0.10637112416584604,0.014290175323445016,-0.042227362957344874,0.03572894584287275,0.10860377835202999,1.4105969877432803e-14
9,Club Brugge,Belgium,17,154.20344462551188,-6.281673702724328,-5.189434644231276,9.341557332071813,-0.7602691995101593,-2.2327619532003613,-1.9406903923799494,-0.5514110396850439,-2.5988434429316136,0.5464317918027699,0.9980697260497081,-2.4723818170888214,-2.1455642678871296,-0.6544325270828345,-0.7316013106392554,0.7009710358789862,-0.4176148184261222,0.7054126738747565,0.04969044319294824,0.29612982178692,0.025254829029782908,0.22129358436248367,0.023859325729204895,0.3290752256338928,0.5129961159911215,-0.05972745532377151,0.01363198006285843,-0.006078009476522011,-0.007064187582190609,0.007388384839543917,-9.061342610933012e-05,1.4105969877433109e-14
10,Dortmund,Germany,17,-73.71258927936347,-3.5032914739553473,-6.098042999832726,1.666875345938398,-1.4735126926922848,-5.075845294092841,3.9009636922395154,-1.0746896002518491,0.11315439084791452,1.7641862381907163,-1.3555846076525966,1.6482019946240358,-2.1447608365917334,0.9422514254081666,1.279763936132969,0.5376527718721661,-1.361427206901676,-1.101948803161783,-0.011547979753851403,-0.46590501990500294,-0.43483582082362565,0.12936442605479145,0.10355039959358035,0.20708650256194017,-0.05869857824089548,0.04393420075038445,-0.058541653727265205,0.05472966382694637,0.09294562751604996,0.0358952067089933,-0.03632201659359206,1.4105969877433095e-14
